Name,CW_NR0718,CW_M1937,CW_M22233,CW_M22220,CW_M11977,CW_M21375,CW_NR1328,CW_NR1351,CW_NR1352,CW_NR1353,CW_NR1609,CW_M1943,CW_M11973,CW_M11,CW_M68,CW_M1942,CW_M11968,CW_M3721,CW_M11976,CW_J11665,CW_J5422,CW_J6203A,CW_J6203B,CW_Wombat_Common,NHNW_B118,NHNW_B131,NHNW_B135,NHNW_B14,NHNW_B40,NHNW_B42,NHNW_B79,NHNW_B93_Anomaly,NHNW_J13143,NHNW_J13144,NHNW_J13145,NHNW_J14051,NHNW_J6239,NHNW_JM12487,NHNW_JM18942,NHNW_JM19739,NHNW_JM2546,NHNW_JM7474,NHNW_JM7475,NHNW_JM8463,NHNW_JM8466,NHNW_SNC1,NHNW_SNC2,SHNW_M8783,SHNW_M8746,SHNW_M8887,SHNW_M8748,SHNW_M8801,SHNW_NR1326,SHNW_NR1348,SHNW_NR1349,SHNW_M8807,SHNW_M8749,SHNW_M8867,SHNW_M8752,SHNW_M8774,SHNW_M8952,SHNW_M8892,SHNW_M8951,SHNW_F_Poor_Teeth,SHNW_Holly,SHNW_J16968,SHNW_J17772,SHNW_Kyle,SHNW_M_Good_Teeth,SHNW_M_Poor_Teeth,SHNW_Mr_Fox
Y Zygomatic arch (superior) CUR R 8,106.3904419,-6.716491699,1.990274811,572.7508301,284.8373047,299.963501,73.54147949,124.4094604,89.36901245,53.20308838,55.09769287,-18.46455078,573.692334,291.4627686,289.6006836,16.99154205,25.42142181,313.8241699,310.9601807,72.37633057,85.82979126,28.32669067,76.7368042,64.98760376,60.50431519,69.20293579,67.1878418,64.46538086,65.10325317,75.12634277,64.55559692,64.45020142,74.19266968,70.03512573,68.72110596,72.69431763,73.28424072,77.3142395,14.696315,32.98663025,97.26199951,27.29190979,85.03270264,56.78002319,83.3348999,68.18780518,71.22016602,-10.38067017,-9.473612213,531.4408203,278.7410156,278.6852051,84.21824341,87.09664307,83.28002319,-8.971819305,-26.37266846,528.2185059,270.2806885,-14.73119202,-37.760495,275.2683594,280.7074219,9.502797699,24.34210052,66.34559937,75.81488037,15.38409119,7.384957886,-13.31022949,-5.057278442
Z Zygomatic arch (superior) CUR R 8,-243.9181885,-815.6000977,-790.801416,-813.9338379,-815.5314941,-787.536377,-543.5100586,-606.6186035,-961.6316406,-221.0593506,-869.7792969,-764.1589844,-785.0446777,-787.4828125,-760.9371582,-543.1746094,-520.1731445,-541.6053711,-517.0541992,-1264.016797,-1266.455957,-654.0163574,-1254.377051,-847.4286133,-1255.379395,-1268.326758,-1022.944238,-1258.833984,-1269.95498,-1269.549219,-1008.674902,-1278.883008,-1261.986816,-973.9777344,-1257.543164,-1254.883105,-1248.475195,-1265.091699,-960.0288086,-944.6848633,-1270.506836,-921.7583984,-1259.424414,-1259.041113,-1003.623633,-1002.658203,-1274.524902,-886.3255859,-864.4844727,-879.2306641,-890.7821289,-853.0467773,692.4942383,378.7360352,999.8023438,-758.1388184,-735.9112305,-756.9611816,-739.7538574,-517.9662109,-493.7486328,-520.7687012,-483.5029297,-838.0275391,-879.2893555,-1255.159863,-1257.496289,-999.4793945,-855.3322266,-845.6481445,-864.0314453
X Zygomatic arch (superior) CUR R 7,-58.84512329,20.80943604,-110.7196533,-53.83167114,13.7980484,-112.8971558,-51.81951904,-53.2465271,-62.07817993,-48.27991028,-57.61055298,-112.1109253,-47.77182922,17.78645172,-114.626001,27.59605713,-110.6416382,2.33747139,-115.5457642,-57.46088257,-53.93427734,-50.74084473,-53.3138855,-52.36455688,-51.93151245,-64.3607605,-66.26525269,-61.30075073,-57.14180908,-61.61044922,-64.74647827,-63.00814209,-55.30032349,-56.8567688,-62.56239014,-61.59463501,-61.8282959,-51.09394836,-54.22682495,-64.44639893,-65.88815308,-58.55714111,-64.70036621,-57.83233643,-68.71304932,-62.77015991,-52.54321289,12.77940063,-110.4598877,-68.82937622,7.530612946,-115.2851196,-50.11239014,-48.01175842,-55.06130371,17.24596863,-105.2837036,-54.16734009,-110.5176758,12.11389771,-109.2690674,5.093598175,-123.8320801,-49.56565857,-40.90280151,-45.10806885,-47.27511292,-51.3088562,-60.41549683,-36.65371094,-38.93574829
Y Zygomatic arch (superior) CUR R 7,113.138916,-0.898870945,7.643099976,578.5851563,290.9052002,306.0123291,80.0527832,130.1905273,95.51904297,58.84873657,60.99746704,-12.93499603,580.4529785,296.4336914,295.7053467,22.8894989,31.31724854,319.3211914,317.0098389,78.56217041,91.86940308,34.1591095,82.00494385,70.73168335,65.41508179,74.99871826,72.53637085,69.12531128,70.23887329,80.78217773,70.15578613,69.74754028,79.7053894,75.62225952,74.64819946,77.98939819,78.03797607,81.88720703,19.28683777,38.79527893,103.0530884,32.46245728,90.51611328,61.58917847,88.48234253,73.59567261,75.5734436,-4.817002869,-4.2025383,536.6984863,284.1330322,284.3942383,89.34078369,92.43554077,88.38084106,-3.30753479,-20.55176544,533.8994629,275.5996826,-9.44480896,-32.12911682,280.4279785,287.3901123,14.83875732,28.32650146,71.87226563,81.32123413,20.09541321,12.80067444,-7.824040985,0.307399511
Z Zygomatic arch (superior) CUR R 7,-244.5327393,-815.5714355,-791.4707031,-814.0555664,-816.3200684,-789.7315918,-544.455127,-607.8293457,-962.4198242,-221.3304688,-870.8140625,-765.0847656,-786.461377,-789.0747559,-761.5131836,-543.0604492,-520.3772949,-541.3704102,-519.2132324,-1265.716504,-1268.099902,-654.501416,-1254.747754,-847.3469727,-1256.944922,-1269.919824,-1025.590723,-1260.219824,-1272.105957,-1272.172559,-1011.309277,-1281.523145,-1262.228027,-974.6380859,-1258.304688,-1257.374023,-1251.44043,-1266.950879,-961.1910156,-946.8045898,-1272.268457,-922.9293945,-1261.725293,-1260.891016,-1007.063477,-1004.960059,-1276.125488,-886.1841797,-865.4066406,-880.6775391,-890.1333008,-854.5110352,691.3903809,377.0443604,999.4138672,-759.3823242,-737.3568359,-758.1930664,-740.8645996,-519.1886719,-495.0072754,-520.5008301,-484.8998047,-839.0179688,-876.9811523,-1256.918848,-1259.649121,-998.3825195,-855.2202148,-846.837793,-862.365625
X Zygomatic arch (superior) CUR R 6,-56.38139038,23.1223938,-107.4195801,-49.83951416,16.07448425,-110.2612183,-48.17164307,-49.70412292,-58.87490845,-45.4992218,-54.06977539,-109.6408081,-44.21087036,21.06069641,-112.0388794,30.66216125,-106.6213501,5.538747406,-114.6678589,-54.22584229,-50.50629272,-47.41782837,-49.47695007,-48.4000824,-48.89214783,-60.97445679,-62.76331177,-58.0173584,-53.83389282,-58.72315674,-61.40275269,-59.55066528,-52.20209961,-54.11538696,-59.62713623,-59.36486206,-58.15882568,-48.30003052,-51.22965088,-60.66603394,-61.80018921,-54.93693237,-61.3015625,-55.35093994,-64.40668945,-59.77623901,-49.80490112,16.03948822,-107.6829224,-66.07483521,10.01182938,-115.0835815,-47.49598389,-45.04882507,-52.5883667,20.04510193,-103.4859985,-52.6423584,-107.7733521,14.92665405,-108.1381592,7.164849091,-122.265271,-47.41711426,-38.52709961,-42.92382813,-45.17323914,-49.8500885,-58.51903687,-34.86154785,-36.90018921
Y Zygomatic arch (superior) CUR R 6,119.1327637,4.610956955,12.25631943,583.1720703,296.2793701,311.215332,85.58365479,135.5006104,100.4321106,63.8237793,66.16938477,-8.118902588,586.1146973,300.2973389,301.0900146,27.84358215,36.53108521,324.1959473,322.5157959,83.52000732,96.84146118,39.37207336,86.53158569,75.71502075,69.77824097,79.8769104,77.52573853,73.39035034,74.50105591,85.59817505,74.88583984,74.47171021,84.6133606,80.5803833,79.83811646,82.95730591,81.91890869,85.84917603,23.21223755,43.74681091,108.1834229,37.14825439,95.26578979,66.39230347,92.82105103,78.0317627,79.54039307,-0.0682823,0.732556963,541.5489746,289.3322754,289.7138672,93.94794312,97.45148315,93.14168091,1.723052406,-15.21583862,539.3731934,280.4358887,-4.576512527,-26.89066467,285.2332031,293.3592773,19.73918457,32.00849915,76.88964233,86.12145386,24.68880463,17.7638504,-2.868560219,4.952422714
Z Zygomatic arch (superior) CUR R 6,-245.9790527,-815.5690918,-793.5271484,-815.2743164,-817.2206543,-792.4193359,-545.3825684,-609.0303711,-964.5234375,-222.5215088,-872.8852539,-767.0353027,-788.6056152,-791.24375,-763.5538086,-543.4430664,-521.7556152,-541.1899902,-521.9759766,-1268.075098,-1270.503223,-655.6652344,-1256.480273,-848.7538086,-1258.231934,-1270.777148,-1027.381543,-1260.683691,-1273.044922,-1274.333203,-1013.165332,-1283.084082,-1263.076758,-975.5885742,-1259.018848,-1258.90166,-1254.115234,-1268.554102,-962.1379883,-947.8911133,-1272.885449,-923.3189453,-1263.225195,-1262.054883,-1009.229688,-1006.68623,-1277.279199,-885.8249023,-866.0620117,-881.5540039,-889.4490234,-856.5294922,690.1539551,376.0875732,999.1736328,-759.8754395,-738.7958008,-759.4318848,-742.2661621,-519.7682617,-496.4543945,-520.1829102,-486.5223633,-840.3449219,-875.1469727,-1258.232031,-1262.194434,-997.609668,-855.1068359,-848.4363281,-860.7532227
X Zygomatic arch (superior) CUR R 5,-52.32362671,26.22825928,-103.4470093,-45.26774902,19.80784149,-107.335022,-44.26436768,-46.24814148,-54.5229248,-41.68309631,-50.20484619,-106.7687866,-40.06650085,25.36027832,-108.6645142,34.24544983,-102.2173279,9.767566681,-112.0211304,-50.11037903,-47.34204102,-43.84306335,-45.33059692,-44.20137329,-45.0015686,-56.73137207,-58.54550171,-54.16295166,-49.98641052,-54.90646973,-57.09755249,-55.24552002,-48.01209412,-50.72306824,-55.90413208,-55.92677612,-54.15869141,-44.60160522,-47.90089417,-56.35303955,-57.35534058,-51.10235901,-57.22316284,-51.91156006,-59.4154541,-55.40413818,-46.7181427,19.39794769,-103.94552,-63.12158203,13.05466766,-113.0932617,-44.2223938,-41.72394714,-49.29775085,23.3563385,-100.7093994,-49.51785889,-104.1909546,18.43832092,-106.3552368,9.80480957,-119.5337158,-45.0585144,-35.28869934,-39.91435852,-42.37448425,-47.86360168,-55.85043945,-32.31313477,-34.40487671
Y Zygomatic arch (superior) CUR R 5,124.0720581,9.716329193,16.21394348,587.0486816,300.6567383,315.9502197,90.73599854,141.00625,104.1502563,67.44645996,71.19957275,-3.963332748,590.5990723,302.5952148,306.0900879,32.23744202,41.09319763,328.7148438,327.0140625,87.31070557,101.2404236,44.42411194,90.61002197,80.22888794,73.98113403,84.47729492,82.48822632,77.62772827,78.71310425,90.00704346,79.37851563,78.83173828,89.09165039,85.54224854,84.86875,87.47937622,86.23587036,89.64229126,27.20594788,48.43799438,113.2396118,41.87742615,100.0340393,71.07988892,97.26468506,81.82850342,83.80959473,4.62983551,5.355783844,546.3432129,294.4739258,294.5947754,98.33822021,102.4701172,97.68953247,6.5755867,-10.16820297,544.5432617,285.0196533,-0.042220274,-21.57350769,289.8968994,298.9586182,24.74282074,34.98120117,81.46002808,90.47287598,29.26023254,22.51497345,1.698386002,9.190396118
Z Zygomatic arch (superior) CUR R 5,-247.6848877,-815.5899902,-796.0294922,-816.4395996,-818.497168,-795.6056152,-547.0613281,-609.9294434,-966.9439453,-224.8543945,-874.8246094,-769.809082,-791.3356445,-793.2318359,-765.8241211,-543.710498,-523.9390137,-541.2946289,-525.2234863,-1270.412695,-1273.462109,-657.1782227,-1258.052344,-850.2482422,-1258.463672,-1270.553711,-1027.646094,-1260.216406,-1272.75918,-1275.017773,-1013.954785,-1283.346777,-1263.704102,-975.8756836,-1258.936426,-1259.18877,-1255.188184,-1269.388379,-962.021875,-947.2770508,-1272.878027,-922.9042969,-1263.048633,-1261.93584,-1009.706836,-1006.788086,-1277.736719,-884.7080078,-866.2277344,-882.0998047,-888.5735352,-858.7820313,689.423584,375.8578369,999.8630859,-759.4569824,-739.285498,-760.0085449,-743.2244629,-519.6409668,-497.3919922,-519.5790039,-487.6134277,-841.2124023,-873.2180664,-1259.039551,-1264.249121,-997.1152344,-854.3928711,-849.6546875,-858.8262695
X Zygomatic arch (superior) CUR R 4,-48.43893433,29.43276978,-99.91524658,-41.33763733,23.99271393,-104.1098633,-40.75836182,-43.12386475,-50.17572937,-37.7988678,-46.76383057,-104.3018188,-35.83598633,29.53926086,-105.2403687,37.64826355,-98.55593872,13.59661407,-108.9756836,-46.34693604,-44.07130432,-40.14988403,-41.61968689,-40.35763855,-41.19818115,-53.02611694,-53.99716187,-50.32392273,-46.40995789,-51.30646973,-52.24227295,-51.1460907,-44.01507568,-47.53279724,-52.62738647,-51.93116455,-50.49973755,-40.84733582,-44.42677307,-52.46040649,-53.50686646,-46.87717285,-53.2336853,-48.05734863,-54.87342529,-51.1647644,-43.66366882,22.06658325,-100.173175,-60.63878174,16.79276123,-110.4271729,-40.55467834,-38.38364258,-46.13838196,26.65498047,-97.27421875,-46.22983704,-100.6292542,21.86027374,-104.1026489,12.74778214,-115.5084961,-42.56979065,-32.0151001,-36.79145508,-38.80202332,-45.01959229,-53.04894409,-29.82808533,-31.76032715
Y Zygomatic arch (superior) CUR R 4,128.2984497,13.87963715,20.00172272,591.0184082,303.6597412,320.5974609,95.14005737,146.4281738,107.4301147,70.75066528,76.2640564,-0.040274906,594.0247559,305.3018311,310.91875,35.9913269,45.40446472,332.8133545,330.8987061,90.51812134,104.8983643,48.67744751,94.84591675,84.32824097,78.04498291,89.17567139,87.13223267,81.61766357,82.91674805,94.39550171,83.31456909,82.87615356,93.61349487,90.52416992,89.9703125,91.64306641,90.85864258,93.37023315,30.91510315,53.33060303,118.2594604,45.97792053,104.8773315,75.40550537,101.6395874,85.35377197,88.27398071,9.517751312,9.991723633,550.7933105,299.0105957,298.9564209,102.1132935,107.2135254,102.0174866,11.16902618,-5.587962723,549.3928711,289.5647217,4.21552124,-16.23961487,294.3724121,303.7369141,29.6802887,37.52909851,85.70005493,94.14240723,33.34452515,27.05081787,5.871750641,13.04028625
Z Zygomatic arch (superior) CUR R 4,-249.6131348,-815.6959961,-798.1803223,-816.7396484,-819.8958008,-797.9360352,-549.0830566,-610.7566406,-968.444043,-226.8766846,-875.6548828,-771.8530762,-793.954834,-794.3633301,-767.3676758,-543.8299316,-525.7580078,-541.9595215,-527.7592773,-1272.573047,-1275.811523,-659.0160156,-1259.069922,-851.0186523,-1257.985352,-1269.222168,-1027.232324,-1259.625586,-1271.93623,-1274.818066,-1013.43418,-1282.485742,-1263.960547,-975.6150391,-1258.382129,-1258.957715,-1255.244434,-1269.601855,-961.227832,-946.1149414,-1272.544629,-922.3969727,-1262.201855,-1261.396387,-1009.793652,-1005.966699,-1277.788672,-883.1665039,-865.9837891,-882.2435547,-887.3892578,-860.8681641,689.4208496,376.2086182,1001.015137,-758.479248,-739.148291,-759.8217773,-743.1599121,-518.8465332,-497.7867188,-518.5870605,-487.9096191,-841.296875,-871.1575195,-1259.398828,-1265.10752,-995.9443359,-852.9526367,-850.2393555,-856.5700195
X Zygomatic arch (superior) CUR R 3,-45.39738464,32.34104614,-96.9696228,-38.33237305,27.60373535,-100.9049194,-37.56201477,-39.39804993,-46.42405396,-34.72382813,-43.76160583,-102.4908691,-31.90198364,32.9225647,-101.627063,40.81637878,-95.50349731,16.76508026,-106.2471069,-43.09292603,-40.60923157,-36.64646912,-38.66255493,-36.88785706,-37.84195862,-49.57968445,-49.10534973,-46.79303894,-42.70322266,-48.00386658,-47.37888184,-47.03010254,-40.53648682,-43.64797363,-48.80402527,-47.8619873,-46.93861084,-37.333078,-40.86838989,-48.51283264,-49.81820374,-43.41225586,-48.84438171,-44.12034912,-50.70419922,-47.58128052,-40.17987671,24.70268097,-96.4052002,-57.48552856,20.92147522,-108.4183228,-36.80032349,-34.91409912,-42.82643433,30.5995636,-93.71187134,-43.00357971,-97.45528564,25.18428192,-101.7977173,16.10683441,-111.0480835,-39.50484924,-28.58980103,-33.75625,-35.15855103,-42.06316833,-50.03309631,-27.70672607,-28.93170166
Y Zygomatic arch (superior) CUR R 3,133.276416,18.1901535,24.50681915,595.7552734,307.2212402,325.5879639,99.59890137,151.3097534,111.8017578,75.44736938,81.8928772,4.422650528,597.4456055,309.2542725,315.6485352,39.80736694,49.91834717,337.0517822,335.4996826,93.91252441,108.8876953,53.2156189,99.23722534,88.44273071,83.05841675,94.81533813,92.32908325,86.45751343,87.64464722,99.19439697,87.75855713,87.60302734,99.00307007,95.83100586,95.39373779,96.49976196,95.93488159,97.78872681,35.254953,58.71185303,123.395813,50.89220581,110.4742065,80.29234009,106.9062134,90.15875854,93.15697021,14.93542786,15.38838501,555.5324707,303.7436035,304.2258789,106.2720581,112.4404297,106.6734741,15.73524323,-0.384675717,554.7453613,294.9603271,9.083430481,-10.44163589,299.1302246,309.0438232,35.04328613,39.76570129,90.39068604,98.21139526,37.53922119,31.9789978,10.27653503,17.04993744
Z Zygomatic arch (superior) CUR R 3,-251.0252686,-815.7572754,-799.3010742,-816.4399902,-820.8533203,-799.9970215,-550.6375977,-612.031543,-969.1999023,-227.8135498,-876.056543,-772.8584961,-796.0465332,-794.504834,-768.6246582,-543.7146484,-526.8362793,-542.1617676,-529.3497559,-1274.364551,-1277.206152,-660.3322266,-1260.178711,-851.8083984,-1257.407422,-1268.34082,-1026.819434,-1259.065527,-1271.153809,-1274.580664,-1012.57373,-1280.868262,-1263.624707,-975.4407227,-1258.264355,-1258.6,-1256.686426,-1269.775,-960.3913086,-945.2328125,-1272.386914,-921.3267578,-1262.04209,-1260.862695,-1010.006641,-1005.682617,-1277.566309,-881.3070313,-865.6952148,-881.9188477,-885.4168945,-862.5835938,689.7960449,376.879834,1002.638477,-757.8232422,-739.2810547,-759.4489258,-743.0621094,-517.7633301,-497.7467285,-517.1084961,-487.8479492,-841.0000977,-868.5009766,-1259.817773,-1265.161621,-994.0239258,-851.3367188,-850.6791992,-853.8105469
X Zygomatic arch (superior) CUR R 2,-43.23219604,33.84621277,-94.78080444,-36.46320496,29.6513855,-98.46848145,-34.93648376,-36.33722839,-43.95273132,-32.81618347,-41.5180603,-101.5617065,-29.04057312,35.07807922,-99.49419556,43.13913269,-93.00429077,19.04300079,-103.4239136,-40.6849762,-37.73789368,-33.81500244,-35.81603394,-34.03086853,-35.40729675,-46.94256592,-45.15799255,-44.63453369,-39.73493042,-45.00158081,-44.45700989,-43.68547058,-37.46702271,-40.34612427,-45.78088379,-44.94152527,-43.41611938,-34.34449463,-37.73347778,-44.76264343,-46.93596802,-41.52235413,-44.8171814,-40.85276794,-47.58074951,-44.88745422,-36.7733429,27.0790741,-92.8276062,-54.14367065,24.36576996,-107.4987915,-33.62253723,-31.81499939,-40.28987732,34.24413147,-90.82487793,-40.54061584,-94.3374939,27.76387024,-100.2471802,19.15168762,-107.5251831,-36.21671448,-25.91390076,-31.06235046,-32.35232849,-39.00370483,-47.10004272,-25.86724548,-26.12261658
Y Zygomatic arch (superior) CUR R 2,138.5911621,22.71687469,29.41002502,601.1558105,311.4079346,331.1532227,104.285791,155.7923218,117.1006226,80.80023804,87.72369385,8.747458649,601.2008301,313.7425293,321.0459717,43.61543884,54.49332886,341.5564941,339.9021973,97.69512939,113.5268311,57.96802979,103.430603,92.50841064,88.85761108,100.8292358,98.40197144,91.97855225,93.0248291,104.5365723,93.40950317,93.00270386,104.5970093,101.2756409,100.8965698,102.208252,100.9006409,102.8344482,40.13751831,64.53582153,128.2732178,56.4920105,116.5659058,85.78406372,112.9225952,95.47516479,98.41185303,20.49618835,21.45470886,560.5302246,309.3898926,310.0417725,110.9400146,118.2302246,112.0521973,20.15591888,5.342872238,560.6414063,300.6959961,14.56076813,-4.444137192,304.0958496,315.0594727,40.74663696,42.06690063,95.74266357,103.143335,41.78205566,37.35299377,15.08454132,21.18366089
Z Zygomatic arch (superior) CUR R 2,-251.6909912,-815.8066895,-799.9857422,-816.1604004,-820.8126953,-801.3692871,-551.3234863,-613.1757813,-969.8389648,-228.0203125,-876.1916016,-773.4387207,-797.2146484,-794.3991699,-769.3338867,-543.2214844,-527.2196289,-541.8472656,-530.3962402,-1275.292676,-1277.495996,-661.5116211,-1261.147852,-852.6301758,-1256.787891,-1268.420313,-1026.161816,-1258.467676,-1270.581348,-1274.437109,-1011.523633,-1279.522559,-1262.147266,-974.7166016,-1257.594531,-1258.206738,-1256.800879,-1270.245605,-959.9518555,-944.6538086,-1272.186133,-920.400293,-1261.955176,-1259.765723,-1010.252344,-1005.988672,-1276.711719,-878.8938477,-865.2523438,-880.7821289,-883.3086914,-863.7048828,690.7825195,378.1399414,1004.482227,-757.0907715,-739.037793,-758.4000488,-742.4694824,-516.903125,-497.3974121,-514.9946777,-487.1411621,-840.5020508,-865.131543,-1260.185449,-1265.097949,-992.0693359,-849.3862305,-851.053418,-850.5651367
X Zygomatic arch (superior) CUR R 10,-63.8390625,19.40695801,-114.442749,-57.83820801,12.17932816,-118.3140381,-55.146875,-59.54674072,-66.29848022,-52.22764893,-63.40682983,-113.4277832,-51.98212891,15.97537231,-118.9265869,25.65179443,-117.5670654,-1.311409283,-114.0778687,-60.72126465,-59.20327148,-57.50065308,-60.37472534,-58.42879028,-55.07846069,-66.2690979,-70.14197388,-64.83667603,-62.33201294,-62.03835449,-67.25048218,-66.9621582,-59.13873901,-60.05834961,-63.84841309,-64.92271729,-66.51749268,-53.83973389,-58.69275513,-68.00164185,-70.74416504,-62.43240967,-68.47311401,-60.80134277,-73.2857605,-63.75836182,-55.53425293,9.52100296,-112.0701782,-71.3767395,5.272383118,-114.8778442,-53.90413208,-50.98016357,-57.83129272,15.51342316,-106.8344116,-55.95172119,-113.0283081,9.405789948,-109.0546997,2.624180031,-124.8739136,-53.0286499,-43.67609863,-47.44347839,-47.36943665,-52.19399414,-61.81218872,-39.62069702,-41.39450684
Y Zygomatic arch (superior) CUR R 10,92.41859741,-19.59404755,-10.68395386,560.0522461,271.4043213,287.1950928,59.50274658,111.8901611,75.20593872,41.30592346,42.38060608,-29.84642639,559.2617188,279.840332,276.7649658,3.671869278,12.77059021,301.9764893,297.9521973,58.37894897,71.58012085,15.2410141,63.86234131,52.07341919,49.33512878,55.23609619,54.06233521,53.43419189,53.88672485,60.8833252,51.02798157,51.41454468,62.29275513,58.17963257,55.91119995,60.42907715,59.51083984,66.7975708,3.737228775,18.74972687,83.73842163,15.0623764,71.75549316,46.332724,69.43591309,54.86622925,61.34281616,-21.57315369,-20.00020294,520.2030273,267.9181152,267.5301025,73.53102417,75.49689941,73.22896118,-20.96083832,-37.71054688,517.202832,259.2005859,-25.8197998,-48.90696411,264.9943115,266.9758057,-1.369516468,16.74120026,54.95189209,64.48694458,5.690013123,-3.372237778,-24.29528809,-15.01347504
Z Zygomatic arch (superior) CUR R 10,-245.0028564,-815.6831543,-791.6041504,-816.315625,-815.4102539,-789.7181152,-544.0462891,-606.0905762,-962.2441406,-222.9246582,-870.740332,-764.3586426,-785.4660156,-787.3805664,-762.4334473,-545.3351074,-521.8339355,-543.4786621,-516.48125,-1263.427734,-1267.008301,-655.5687012,-1255.691406,-849.3757813,-1254.074512,-1265.257324,-1021.053516,-1255.836523,-1268.585449,-1268.237891,-1007.44209,-1276.806152,-1260.773438,-973.8482422,-1257.940137,-1254.227441,-1246.609668,-1263.005371,-959.2046875,-943.6335938,-1267.150684,-921.3842773,-1257.754102,-1257.604883,-1001.439355,-1001.648047,-1272.662695,-886.1546875,-863.8046875,-878.184668,-891.2946289,-852.9110352,692.4112305,379.7531738,999.0108398,-757.842041,-734.3487305,-756.132666,-739.0966309,-517.3077148,-493.2536621,-521.8963867,-482.8586914,-838.3370117,-884.8202148,-1253.715234,-1255.365332,-1000.406641,-856.4441406,-846.4736328,-869.0927734
X Zygomatic arch (superior) CUR R 1,-41.77076111,34.14507141,-93.99278564,-36.31063843,30.73229065,-97.33977051,-33.27273254,-34.99241943,-43.69022522,-32.14491272,-40.01228943,-100.7595093,-27.51641846,36.03272705,-99.11240234,44.55043945,-91.090802,19.98542938,-100.9601379,-39.7973938,-36.06283569,-32.10605469,-33.86800537,-32.32907715,-33.49093323,-45.35367432,-43.19142456,-43.62532654,-37.82275391,-42.64946594,-43.56427002,-42.00296021,-34.73247986,-38.30230103,-43.08764038,-44.48330994,-40.75392456,-32.57722168,-35.52996216,-42.43840027,-45.73820496,-40.30277405,-42.44518433,-38.72339478,-46.89431458,-43.06883545,-33.99014282,28.86795959,-89.69526978,-51.86413574,26.75299377,-107.0099121,-31.6213562,-29.290625,-38.55542908,36.67036743,-87.97310791,-38.22856445,-91.66599121,29.11516724,-98.6088501,21.35006409,-104.1013062,-33.36229248,-24.47669983,-28.79983521,-30.5072113,-36.30737915,-44.4598053,-24.0426651,-23.43149567
Y Zygomatic arch (superior) CUR R 1,143.9094482,27.36343994,34.4447052,606.8904297,315.4081787,337.5925293,109.0231567,160.3439819,122.9181885,86.74293213,93.12321777,12.68276291,605.0902344,318.5558105,326.5775879,47.19400024,58.76517334,346.4251221,343.6871338,102.10224,118.5092285,63.33880005,107.7982178,97.00444336,94.36826782,106.5067017,104.9152344,96.96370239,98.51402588,109.8036865,99.24035645,98.75658569,109.4169556,106.0948853,105.4380493,108.008374,105.2852051,107.953418,45.26390991,70.30305786,132.7657837,61.1112793,122.692041,90.88961792,119.3411377,100.7931335,103.9395142,25.78503723,27.49178162,565.6261719,315.3752686,315.5057861,115.5083984,123.8782104,117.2283203,24.33628082,10.67364502,565.9192871,306.1288818,20.02332764,1.366344166,308.76521,320.6669678,46.35661011,44.47940063,101.4780518,108.3243896,45.58616333,42.6309906,19.58184967,24.93644562
Z Zygomatic arch (superior) CUR R 1,-251.6599854,-814.9463379,-799.5070313,-815.1559082,-819.9060547,-800.9896484,-550.5330078,-614.0194824,-969.1667969,-227.6097168,-875.025,-773.3105957,-797.4227539,-794.127832,-769.422998,-542.4523926,-526.824707,-540.7425781,-530.3193359,-1274.867383,-1276.328418,-661.1881348,-1260.921875,-852.5498047,-1255.221094,-1266.916992,-1024.671387,-1256.938574,-1269.152051,-1273.788672,-1010.434473,-1278.442773,-1259.874707,-972.6961914,-1256.148828,-1257.676172,-1255.15,-1270.380469,-958.7514648,-942.7376953,-1270.875098,-918.7072266,-1260.236133,-1257.939258,-1008.833496,-1005.205566,-1275.765332,-876.2884766,-863.3431641,-878.4328125,-881.5914063,-863.9112305,692.8905762,380.9507568,1006.559277,-755.4245117,-737.8772461,-756.5713867,-741.4466797,-515.7722656,-496.8020508,-512.1631348,-485.4160645,-839.3375977,-861.2589844,-1259.101074,-1264.771191,-990.6455078,-846.487207,-850.6447266,-847.0334961
X Zygomatic arch (superior) CUR L 9,58.89692993,118.9426392,4.041252518,56.49621582,110.9560913,-2.797496796,54.62542725,63.41563721,50.47092285,56.23032227,56.2604187,-11.42159424,62.72275391,106.6251343,-6.360059357,123.8823853,5.283560562,108.3674194,-21.6084549,57.9085022,60.22929077,59.06276245,59.43671875,62.56834106,58.58769531,68.68287964,63.2895752,58.97009277,61.68919678,63.55178223,65.64604492,62.53243408,56.59586182,58.24265747,60.06450806,59.3234436,71.72385864,59.24033813,58.54024658,69.69731445,66.96211548,61.20407104,65.40540771,55.97644653,57.79110718,65.15313721,56.2836731,121.0660156,-7.561574554,37.31571655,106.6414795,-20.85038757,51.83746948,58.17910156,51.56730957,123.1002319,-4.14881134,47.98399658,-6.180191422,113.9644531,-5.475580597,104.9210815,-12.34270706,55.34032593,53.19110107,50.17137146,51.10751038,42.80877075,36.96136475,65.1562561,67.98527222
